,item_id,name,category,price,old_price,sellable_online,link,other_colors,designer,depth,height,width
1081,59286963,BEKANT,Cabinets & cupboards,1350.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s59286963/,Yes,IKEA of Sweden/Eva Lilja Löwenhielm,45.0,101.0,61.0
780,9291622,KOLBJÖRN,Bookcases & shelving units,1145.0,No old price,True,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-with-cabinet-beige-s09291622/,No,IKEA of Sweden,37.0,161.0,251.0
38,29304223,EKEDALEN / EKEDALEN,Bar furniture,2375.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-white-orrsta-light-grey-s29304223/,No,Ehlén Johansson,,,
186,9217849,BRÅTHULT,Beds,1991.0,"SR 2,100",True,https://www.ikea.com/sa/en/p/brathult-corner-sofa-bed-borred-grey-green-s09217849/,Yes,Lisa Hilland/David Wahl/IKEA of Sweden,78.0,69.0,212.0
842,69281804,BILLY / OXBERG,Cabinets & cupboards,915.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-doors-white-s69281804/,Yes,Gillis Lundgren,30.0,202.0,120.0
261,70261131,GERSBY,Bookcases & shelving units,95.0,No old price,True,https://www.ikea.com/sa/en/p/gersby-bookcase-white-70261131/,No,IKEA of Sweden,24.0,180.0,60.0
1044,10357004,KALLRÖR,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-10357004/,No,IKEA of Sweden,38.0,,
212,9306355,NYHAMN,Beds,1520.0,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-pocket-spring-mattress-knisa-grey-beige-s09306355/,Yes,IKEA of Sweden/L Hilland,97.0,90.0,200.0
26,40400529,EKEDALEN,Bar furniture,796.0,SR 995,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-brown-40400529/,No,Ehlén Johansson,,105.0,80.0
699,49248354,IVAR,Bookcases & shelving units,878.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s49248354/,No,IKEA of Sweden,50.0,226.0,174.0
683,29912767,ALGOT,Bookcases & shelving units,528.2,SR 627,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-white-s29912767/,No,Francis Cayouette,40.0,84.0,190.0
178,80411272,VITVAL,Beds,1295.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-white-light-grey-80411272/,No,IKEA of Sweden,,162.0,97.0
644,39311256,JONAXEL,Bookcases & shelving units,745.0,SR 785,True,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskts-clths-rl-shlv-uts-s39311256/,No,IKEA of Sweden,51.0,173.0,173.0
989,20245959,BESTÅ,Cabinets & cupboards,110.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-20245959/,Yes,IKEA of Sweden,20.0,64.0,60.0
855,40347886,EDVALLA,Cabinets & cupboards,25.0,No old price,True,https://www.ikea.com/sa/en/p/edvalla-drop-handle-brass-colour-40347886/,No,Francis Cayouette,11.0,,33.0
264,278578,HYLLIS,Bookcases & shelving units,59.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-galvanised-00278578/,No,IKEA of Sweden,27.0,140.0,60.0
1123,40455649,BINGSTA,Chairs,595.0,No old price,True,https://www.ikea.com/sa/en/p/bingsta-armchair-vissle-dark-yellow-kabusa-dark-yellow-40455649/,Yes,Elizabet Gutierrez,58.0,76.0,70.0
386,49248311,IVAR,Bookcases & shelving units,310.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-pine-s49248311/,No,IKEA of Sweden,30.0,179.0,89.0
687,40211595,GALANT,Bookcases & shelving units,695.0,No old price,True,https://www.ikea.com/sa/en/p/galant-add-on-unit-white-40211595/,Yes,K Malmvall/E Lilja Löwenhielm,40.0,80.0,160.0
1027,79248668,LIXHULT,Cabinets & cupboards,297.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-orange-dark-green-s79248668/,No,Jon Karlsson,35.0,70.0,105.0
1180,59127808,LEIFARNE,Chairs,245.0,No old price,True,https://www.ikea.com/sa/en/p/leifarne-chair-white-ernfrid-birch-s59127808/,No,Mia Lagerman,50.0,88.0,52.0
883,69275110,HAVSTA,Cabinets & cupboards,975.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-white-clear-glass-s69275110/,Yes,IKEA of Sweden,37.0,134.0,81.0
1012,60443622,BESTÅ,Cabinets & cupboards,150.0,No old price,True,https://www.ikea.com/sa/en/p/besta-top-panel-concrete-effect-light-grey-60443622/,No,IKEA of Sweden,42.0,,120.0
1028,79286820,BEKANT,Cabinets & cupboards,1039.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s79286820/,Yes,IKEA of Sweden/Eva Lilja Löwenhielm,45.0,101.0,41.0
188,59151271,SVÄRTA,Beds,1175.0,"SR 1,250",True,https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-with-desk-top-silver-colour-s59151271/,No,Tord Björklund,,186.0,97.0
636,9192518,BESTÅ,Bookcases & shelving units,2710.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-lappviken-sindvik-black-brown-clear-glass-s09192518/,Yes,IKEA of Sweden/Marcus Arvonen,40.0,230.0,240.0
821,29281066,BILLY / OXBERG,Cabinets & cupboards,385.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s29281066/,Yes,Gillis Lundgren,30.0,202.0,80.0
691,60294797,HANVIKEN,Bookcases & shelving units,50.0,No old price,True,https://www.ikea.com/sa/en/p/hanviken-drawer-front-black-brown-60294797/,Yes,Marcus Arvonen,,26.0,60.0
1066,90415199,HAVSTA,Cabinets & cupboards,100.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-plinth-grey-90415199/,Yes,IKEA of Sweden,37.0,12.0,121.0
92,39931609,MALM,Beds,945.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-4-storage-boxes-white-s39931609/,Yes,IKEA of Sweden/Eva Lilja Löwenhielm,59.0,,156.0
101,40433902,MARKERAD,Beds,480.0,SR 800,True,https://www.ikea.com/sa/en/p/markerad-day-bed-frame-pine-40433902/,No,Virgil Abloh,,20.0,80.0
818,70328669,LIXHULT,Cabinets & cupboards,175.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-metal-grey-70328669/,No,Jon Karlsson,35.0,35.0,60.0
83,39248608,NEIDEN,Beds,399.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s39248608/,No,Jon Karlsson/IKEA of Sweden,,,144.0
371,40309573,STUK,Bookcases & shelving units,35.0,No old price,True,https://www.ikea.com/sa/en/p/stuk-storage-case-white-grey-40309573/,No,IKEA of Sweden,51.0,18.0,55.0
1186,79129081,EKTORP,Chairs,675.0,No old price,True,https://www.ikea.com/sa/en/p/ektorp-armchair-lofallet-beige-s79129081/,Yes,IKEA of Sweden,88.0,88.0,104.0
104,44361010,BRYNE,Beds,49.0,No old price,True,https://www.ikea.com/sa/en/p/bryne-net-white-44361010/,No,IKEA of Sweden,,,
32,19297275,NORRÅKER / NORRÅKER,Bar furniture,1266.0,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-birch-s19297275/,No,J Karlsson/N Karlsson,,,
882,70294508,BESTÅ,Cabinets & cupboards,475.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-70294508/,Yes,IKEA of Sweden,40.0,38.0,180.0
283,40033763,IVAR,Bookcases & shelving units,295.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-cabinet-pine-40033763/,No,IKEA of Sweden,30.0,83.0,80.0
578,60333850,BROR,Bookcases & shelving units,495.0,No old price,True,https://www.ikea.com/sa/en/p/bror-trolley-black-pine-plywood-60333850/,No,IKEA of Sweden,,88.0,55.0
738,30452613,BROR,Bookcases & shelving units,90.0,No old price,True,https://www.ikea.com/sa/en/p/bror-post-white-30452613/,No,IKEA of Sweden,4.0,110.0,
944,10364066,LAPPVIKEN,Cabinets & cupboards,31.5,SR 45,True,https://www.ikea.com/sa/en/p/lappviken-door-drawer-front-light-grey-10364066/,Yes,IKEA of Sweden,,38.0,60.0
665,275674,OXBERG,Bookcases & shelving units,245.0,No old price,True,https://www.ikea.com/sa/en/p/oxberg-panel-glass-door-black-brown-00275674/,Yes,IKEA of Sweden,,192.0,40.0
659,10373495,BEKANT,Bookcases & shelving units,1495.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-shelving-unit-black-10373495/,Yes,Eva Lilja Löwenhielm,45.0,134.0,121.0
452,59317554,JONAXEL,Bookcases & shelving units,515.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-clothes-rails-s59317554/,No,IKEA of Sweden,51.0,139.0,
645,39903833,ALGOT,Bookcases & shelving units,134.6,SR 205,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-drying-rack-white-s39903833/,No,Francis Cayouette,61.0,197.0,66.0
61,20400691,BRIMNES,Beds,575.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-20400691/,No,K Hagberg/M Hagberg,54.0,47.0,96.0
41,79241940,NORRÅKER / NORRÅKER,Bar furniture,1385.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-black-black-s79241940/,No,J Karlsson/N Karlsson,,104.0,74.0
118,89186778,KONGSFJORD,Beds,8551.0,"SR 8,735",True,https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-firm-tustna-dark-grey-s89186778/,Yes,Ola Wihlborg/IKEA of Sweden/Synnöve Mork,,135.0,180.0
1089,20441578,NOTVIKEN,Cabinets & cupboards,115.0,No old price,True,https://www.ikea.com/sa/en/p/notviken-door-grey-green-20441578/,Yes,IKEA of Sweden,,64.0,60.0
242,79267280,STUVA / FRITIDS,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-light-pink-s79267280/,No,Ebba Strandmark,,86.0,66.0
959,70296343,SELSVIKEN,Cabinets & cupboards,150.0,No old price,True,https://www.ikea.com/sa/en/p/selsviken-door-patterned-high-gloss-brown-70296343/,Yes,IKEA of Sweden,,64.0,60.0
577,99046443,LIATORP,Bookcases & shelving units,3435.0,No old price,True,https://www.ikea.com/sa/en/p/liatorp-storage-combination-white-s99046443/,No,Carina Bengs,38.0,214.0,276.0
1132,29208194,FLINTAN / NOMINELL,Chairs,370.0,No old price,True,https://www.ikea.com/sa/en/p/flintan-nominell-office-chair-with-armrests-black-s29208194/,Yes,Henrik Preutz/Olle Lundberg,69.0,,74.0
159,400692,BRIMNES,Beds,220.0,SR 250,True,https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-00400692/,No,K Hagberg/M Hagberg,28.0,110.0,96.0
262,20275814,KALLAX,Bookcases & shelving units,115.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,Yes,Tord Björklund,39.0,77.0,77.0
506,60371762,HEMNES,Bookcases & shelving units,556.0,SR 695,True,https://www.ikea.com/sa/en/p/hemnes-bookcase-black-brown-60371762/,Yes,Carina Bengs,37.0,197.0,49.0
255,59297141,JONAXEL,Bookcases & shelving units,135.0,SR 138,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,No,IKEA of Sweden,51.0,70.0,25.0
1000,60414257,VASSVIKEN,Cabinets & cupboards,75.0,No old price,True,https://www.ikea.com/sa/en/p/vassviken-drawer-front-white-60414257/,No,IKEA of Sweden,,26.0,60.0
796,80441556,TIMMERVIKEN,Bookcases & shelving units,100.0,No old price,True,https://www.ikea.com/sa/en/p/timmerviken-door-drawer-front-black-80441556/,No,IKEA of Sweden,,38.0,60.0
215,29278158,GRÖNLID,Beds,4270.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-open-end-ljungen-medium-grey-s29278158/,Yes,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,98.0,104.0,231.0
343,89248205,IVAR,Bookcases & shelving units,440.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-pine-white-s89248205/,No,Sarah Fager/IKEA of Sweden,30.0,124.0,89.0
778,89297677,JONAXEL,Bookcases & shelving units,560.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-top-shelves-s89297677/,No,IKEA of Sweden,51.0,104.0,148.0
616,340047,EKET,Bookcases & shelving units,15.0,No old price,True,https://www.ikea.com/sa/en/p/eket-suspension-rail-00340047/,No,IKEA of Sweden,1.0,4.0,29.0
607,69903836,ALGOT,Bookcases & shelving units,130.0,SR 178,True,https://www.ikea.com/sa/en/p/algot-wall-upright-drying-rack-white-s69903836/,No,Francis Cayouette,41.0,197.0,66.0
208,79217902,SANDBACKEN,Beds,1841.0,"SR 1,950",True,https://www.ikea.com/sa/en/p/sandbacken-corner-sofa-bed-lofallet-beige-s79217902/,Yes,David Wahl/Lisa Hilland/IKEA of Sweden,,69.0,212.0
399,89017827,BILLY,Bookcases & shelving units,795.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s89017827/,Yes,IKEA of Sweden/Gillis Lundgren,28.0,237.0,200.0
352,10275862,KALLAX,Bookcases & shelving units,495.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-10275862/,Yes,Tord Björklund,39.0,147.0,147.0
1118,60400745,YNGVAR,Café furniture,475.0,No old price,True,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,No,IKEA of Sweden,40.0,,40.0
1164,60428990,NORRÅKER,Chairs,295.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-bench-birch-60428990/,No,J Karlsson/N Karlsson,,45.0,29.0
125,20404806,MALM,Beds,1595.0,No old price,True,https://www.ikea.com/sa/en/p/malm-ottoman-bed-white-20404806/,Yes,Eva Lilja Löwenhielm,,,175.0
315,60413502,HEMNES,Bookcases & shelving units,796.0,SR 995,True,https://www.ikea.com/sa/en/p/hemnes-bookcase-white-stain-light-brown-60413502/,Yes,Carina Bengs,37.0,197.0,90.0
1168,29272712,TULLSTA,Chairs,545.0,No old price,True,https://www.ikea.com/sa/en/p/tullsta-armchair-lofallet-beige-s29272712/,Yes,IKEA of Sweden,69.0,78.0,79.0
671,69017475,KALLAX,Bookcases & shelving units,895.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-8-inserts-white-s69017475/,Yes,Tord Björklund,39.0,147.0,147.0
169,89275265,STUVA / FÖLJA,Beds,1915.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-foelja-loft-bed-combo-w-2-drawer-2-doors-white-s89275265/,No,IKEA of Sweden/Ebba Strandmark,,182.0,
201,49292686,VIMLE,Beds,4645.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-chaise-longue-gunnared-medium-grey-s49292686/,Yes,Ehlén Johansson/IKEA of Sweden,98.0,83.0,271.0
609,89299129,BESTÅ,Bookcases & shelving units,1645.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-dark-red-brown-clear-glass-s89299129/,Yes,IKEA of Sweden,42.0,128.0,240.0
782,29248538,IVAR,Bookcases & shelving units,1013.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s29248538/,No,IKEA of Sweden,50.0,,139.0
810,40033763,IVAR,Cabinets & cupboards,295.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-cabinet-pine-40033763/,No,IKEA of Sweden,30.0,83.0,80.0
231,80102066,LYCKSELE MURBO,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-murbo-mattress-80102066/,No,IKEA of Sweden,,,
450,347888,EDVALLA,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/edvalla-drop-handle-black-00347888/,No,Francis Cayouette,11.0,,33.0
6,70404875,FRANKLIN,Bar furniture,129.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-70404875/,No,K Hagberg/M Hagberg,44.0,95.0,50.0
271,20346072,KALLAX,Bookcases & shelving units,30.0,SR 50,True,https://www.ikea.com/sa/en/p/kallax-shelf-insert-light-grey-20346072/,No,Chenyi Ke,12.0,35.0,33.0
643,39248359,IVAR,Bookcases & shelving units,1000.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-cabinet-pine-s39248359/,No,IKEA of Sweden,30.0,179.0,174.0
979,40296311,SINDVIK,Cabinets & cupboards,125.0,No old price,True,https://www.ikea.com/sa/en/p/sindvik-glass-door-black-brown-clear-glass-40296311/,Yes,Marcus Arvonen,,38.0,60.0
1061,40390766,SULARP,Cabinets & cupboards,45.5,SR 65,True,https://www.ikea.com/sa/en/p/sularp-leg-chrome-plated-40390766/,No,Carl Öjerstam,38.0,10.0,
574,60441581,NOTVIKEN,Bookcases & shelving units,60.0,No old price,True,https://www.ikea.com/sa/en/p/notviken-drawer-front-grey-green-60441581/,Yes,IKEA of Sweden,,26.0,60.0
210,29277724,VALLENTUNA,Beds,4320.0,"SR 5,400",True,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-murum-white-s29277724/,Yes,Ehlén Johansson,113.0,84.0,186.0
456,49286341,EKET,Bookcases & shelving units,268.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-golden-brown-dark-grey-s49286341/,Yes,IKEA of Sweden/Jon Karlsson,35.0,70.0,105.0
1039,50370353,MOSSARYD,Cabinets & cupboards,29.0,No old price,True,https://www.ikea.com/sa/en/p/mossaryd-drop-handle-black-50370353/,No,Francis Cayouette,18.0,,
9,69304221,EKEDALEN / EKEDALEN,Bar furniture,2176.0,"SR 2,375",True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-dark-brown-orrsta-light-grey-s69304221/,No,Ehlén Johansson,,,
139,90229017,BUSUNGE,Beds,795.0,No old price,True,https://www.ikea.com/sa/en/p/busunge-extendable-bed-light-pink-90229017/,No,Carl Öjerstam,,,90.0
792,79272696,BROR,Bookcases & shelving units,1125.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s79272696/,No,IKEA of Sweden,55.0,110.0,234.0
15,29304826,TOMMARYD,Bar furniture,695.0,No old price,True,https://www.ikea.com/sa/en/p/tommaryd-table-anthracite-s29304826/,No,Maja Ganszyniec,,105.0,70.0
214,29266184,LIDHULT,Beds,7785.0,No old price,True,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-5-seat-lejde-grey-black-s29266184/,Yes,IKEA of Sweden/Henrik Preutz,98.0,102.0,294.0
731,69272649,BROR,Bookcases & shelving units,375.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s69272649/,No,IKEA of Sweden,55.0,110.0,65.0
1070,20334314,BILLSBRO,Cabinets & cupboards,15.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-20334314/,No,H Preutz/A Fredriksson,,,
819,69287392,BILLY / OXBERG,Cabinets & cupboards,195.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-door-white-s69287392/,Yes,Gillis Lundgren,30.0,106.0,40.0
256,59201841,OLAUS,Bookcases & shelving units,290.0,SR 350,True,https://www.ikea.com/sa/en/p/olaus-1-shelf-section-s59201841/,No,IKEA of Sweden,36.0,181.0,92.0
1104,9288224,STENSELE,Café furniture,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,No,Maja Ganszyniec,,105.0,
141,228705,BRIMNES,Beds,1095.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-day-bed-frame-with-2-drawers-white-00228705/,No,K Hagberg/M Hagberg,53.0,21.0,86.0
423,80373703,EKET,Bookcases & shelving units,65.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-golden-brown-80373703/,Yes,Jon Karlsson,25.0,35.0,35.0
858,20396646,HEMNES,Cabinets & cupboards,595.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-high-cabinet-with-glass-door-white-20396646/,No,IKEA of Sweden,38.0,131.0,42.0
850,80385616,BILLY,Cabinets & cupboards,516.0,SR 645,True,https://www.ikea.com/sa/en/p/billy-bookcase-with-glass-doors-dark-red-80385616/,Yes,Gillis Lundgren,30.0,202.0,80.0
932,69208031,BESTÅ,Cabinets & cupboards,1600.5,"SR 1,650",True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-lappviken-light-grey-clear-glass-s69208031/,Yes,IKEA of Sweden,42.0,112.0,180.0
871,29285776,GALANT,Cabinets & cupboards,5290.0,No old price,True,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-stained-oak-veneer-s29285776/,Yes,K Malmvall/E Lilja Löwenhielm,45.0,120.0,320.0
625,19278328,KALLAX,Bookcases & shelving units,745.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s19278328/,Yes,Tord Björklund,39.0,147.0,147.0
391,30429991,JONAXEL,Bookcases & shelving units,20.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-top-shelf-for-frame-white-30429991/,Yes,IKEA of Sweden,,,51.0
987,50347503,ENERYDA,Cabinets & cupboards,17.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-chrome-plated-50347503/,Yes,Francis Cayouette,,,
949,30425988,KALLVIKEN,Cabinets & cupboards,95.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,No,IKEA of Sweden,,26.0,60.0
1099,49288236,STENSELE,Café furniture,450.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-table-light-grey-light-grey-s49288236/,Yes,Maja Ganszyniec,,75.0,
19,60406785,FRANKLIN,Bar furniture,149.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-60406785/,No,K Hagberg/M Hagberg,44.0,103.0,52.0
914,30247378,BESTÅ,Cabinets & cupboards,125.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-30247378/,Yes,IKEA of Sweden,40.0,38.0,60.0
646,59279043,OLAUS,Bookcases & shelving units,386.0,SR 446,True,https://www.ikea.com/sa/en/p/olaus-2-shelf-sections-s59279043/,No,IKEA of Sweden,36.0,94.0,211.0
938,70247381,BESTÅ,Cabinets & cupboards,135.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-70247381/,Yes,IKEA of Sweden,40.0,64.0,60.0
56,70395239,NEIDEN,Beds,199.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,No,Jon Karlsson,,,144.0
713,89294532,VITTSJÖ,Bookcases & shelving units,790.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s89294532/,No,Johan Kroon,36.0,175.0,200.0
45,49297274,NORRÅKER / NORRÅKER,Bar furniture,1266.0,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-black-s49297274/,No,J Karlsson/N Karlsson,,,
849,29301762,BESTÅ,Cabinets & cupboards,1045.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-lappviken-stubbarp-white-s29301762/,Yes,IKEA of Sweden,42.0,202.0,120.0
269,40178591,LAIVA,Bookcases & shelving units,85.0,No old price,True,https://www.ikea.com/sa/en/p/laiva-bookcase-black-brown-40178591/,No,Jon Karlsson,24.0,165.0,62.0
424,87749600,OBSERVATÖR,Bookcases & shelving units,5.0,No old price,True,https://www.ikea.com/sa/en/p/observatoer-cross-brace-galvanised-87749600/,No,IKEA of Sweden,,,
826,50300666,BRIMNES,Cabinets & cupboards,445.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-cabinet-with-doors-glass-white-50300666/,Yes,K Hagberg/M Hagberg,41.0,95.0,78.0
10,90404879,FRANKLIN,Bar furniture,149.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-90404879/,No,K Hagberg/M Hagberg,44.0,103.0,52.0
149,99302918,PLATSA,Beds,1767.0,"SR 1,885",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-2-drawers-white-fonnes-s99302918/,No,IKEA of Sweden,40.0,43.0,141.0
586,73755709,IVAR,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-side-unit-73755709/,Yes,IKEA of Sweden,,124.0,30.0
460,10338421,BAGGANÄS,Bookcases & shelving units,27.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-knob-stainless-steel-10338421/,Yes,H Preutz/A Fredriksson,28.0,,20.0
692,79265926,HAVSTA,Bookcases & shelving units,2980.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-white-s79265926/,Yes,IKEA of Sweden,47.0,212.0,203.0
30,40339004,NORRÅKER,Bar furniture,595.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,Yes,J Karlsson/N Karlsson,,102.0,74.0
1076,40348895,ÖSTERNÄS,Cabinets & cupboards,70.0,No old price,True,https://www.ikea.com/sa/en/p/oesternaes-leather-handle-tanned-leather-40348895/,No,H Preutz/A Fredriksson,,,25.0
750,60414257,VASSVIKEN,Bookcases & shelving units,75.0,No old price,True,https://www.ikea.com/sa/en/p/vassviken-drawer-front-white-60414257/,No,IKEA of Sweden,,26.0,60.0
134,40411410,VITVAL,Beds,200.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-desk-top-white-40411410/,No,IKEA of Sweden,45.0,73.0,95.0
287,80263832,BILLY,Bookcases & shelving units,95.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-80263832/,Yes,Gillis Lundgren,28.0,106.0,40.0
132,90299449,TUFFING,Beds,645.0,No old price,True,https://www.ikea.com/sa/en/p/tuffing-loft-bed-frame-dark-grey-90299449/,No,IKEA of Sweden,,179.0,97.0
958,59191026,EKET,Cabinets & cupboards,1391.0,"SR 1,450",True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-s59191026/,No,Jon Karlsson/IKEA of Sweden,35.0,72.0,280.0
573,59177624,BILLY / OXBERG,Bookcases & shelving units,1735.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-brown-ash-veneer-s59177624/,Yes,Gillis Lundgren/K Hagberg/M Hagberg/IKEA of Sweden,30.0,237.0,120.0
253,39266008,LIDHULT,Beds,5553.0,"SR 6,530",True,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-grann-bomstad-dark-brown-s39266008/,No,IKEA of Sweden/Henrik Preutz,98.0,102.0,208.0
767,99315812,IVAR,Bookcases & shelving units,395.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-black-s99315812/,No,IKEA of Sweden,30.0,179.0,89.0
600,9251348,IVAR,Bookcases & shelving units,1137.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-4-sections-shelves-pine-s09251348/,No,IKEA of Sweden,50.0,179.0,179.0
135,89302914,PLATSA,Beds,2307.0,"SR 2,560",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-drawers-white-fonnes-s89302914/,No,IKEA of Sweden,40.0,43.0,140.0
